Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publication date,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Nov-2010,0.9844,73.8,6.5377,81.99,0.7244,1120.69,0.6188,1.2788,44.80,29.51,1.2713,29.93,3.0836,8807,19191,3.6152,2.5871,7.6335,1.0038,6.9056,3.6918,0.9740,6.7917,,0.6357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Nov-2010,0.9857,73.8,6.5426,82.28,0.7232,1115.27,0.6148,1.2798,44.64,29.51,1.2707,29.90,3.0778,8807,19216,3.6200,2.5905,7.6432,1.0057,6.8777,3.6967,0.9803,6.7831,,0.6331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Nov-2010,0.9930,74.2,6.5944,82.82,0.7216,1117.42,0.6199,1.2847,44.96,29.71,1.2838,30.06,3.0841,8864,19359,3.6468,2.6132,7.7023,1.0073,6.9125,3.7238,0.9845,6.7589,,0.6364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Nov-2010,0.9854,73.9,6.5479,82.15,0.7257,1119.81,0.6184,1.2830,44.87,29.61,1.2787,29.95,3.0695,8817,19213,3.6189,2.5966,7.6438,1.0036,6.9077,3.6954,0.9753,6.7978,,0.6322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Nov-2010,0.9789,73.7,6.5052,81.48,0.7304,1123.34,0.6186,1.2836,44.69,29.45,1.2836,29.83,3.0679,8779,19087,3.5950,2.5794,7.5949,0.9971,6.9409,3.6712,0.9740,6.8169,,0.6307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Nov-2010,0.9785,73.7,6.5072,81.73,0.7344,1117.06,0.6210,1.2812,44.71,29.41,1.2909,29.78,3.0642,8768,19071,3.5935,2.5784,7.5927,0.9881,6.9253,3.6691,0.9758,6.7939,,0.6349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Nov-2010,0.9735,73.5,6.4780,81.53,0.7309,1121.13,0.6182,1.2775,44.43,29.35,1.2824,29.61,3.0583,8735,18982,3.5752,2.5652,7.5564,0.9855,6.8710,3.6511,0.9732,6.7833,,0.6316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Nov-2010,0.9634,73.0,6.4269,81.00,0.7284,1114.70,0.6173,1.2694,44.15,29.15,1.2880,29.37,3.0376,8702,18784,3.5381,2.5386,7.4798,0.9831,6.8594,3.6132,0.9642,6.7467,,0.6251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Nov-2010,0.9618,73.0,6.4130,80.88,0.7348,1111.41,0.6191,1.2691,44.31,29.11,1.2924,29.30,3.0412,8690,18754,3.5322,2.5344,7.4681,0.9811,6.8780,3.6069,0.9623,6.7322,,0.6281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Dec-2010,0.9571,72.6,6.3802,79.96,0.7357,1104.01,0.6143,1.2618,43.77,28.82,1.2885,29.14,3.0235,8636,18662,3.5149,2.5220,7.4324,0.9807,6.7921,3.5897,0.9590,6.7129,,0.6273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Dec-2010,0.9639,73.0,6.4198,81.05,0.7354,1109.59,0.6176,1.2669,43.71,28.94,1.2833,29.27,3.0372,8697,18794,3.5399,2.5399,7.4871,0.9808,6.7776,3.6152,0.9685,6.7303,,0.6300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Dec-2010,0.9758,73.6,6.4998,81.65,0.7390,1116.71,0.6257,1.2777,44.03,29.31,1.2911,29.61,3.0713,8800,19027,3.5836,2.5713,7.5794,0.9790,6.7428,3.6598,0.9702,6.7463,,0.6373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Dec-2010,0.9877,74.2,6.5700,81.95,0.7396,1118.47,0.6276,1.2874,44.36,29.64,1.2935,29.78,3.1053,8898,19259,3.6273,2.6026,7.6705,0.9926,6.7954,3.7043,0.9650,6.7329,,0.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Dec-2010,0.9904,74.3,6.5840,81.68,0.7426,1122.12,0.6288,1.2922,44.37,29.71,1.2996,29.83,3.1148,8924,19311,3.6372,2.6132,7.6886,0.9956,6.8253,3.7146,0.9710,6.7572,,0.6435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Dec-2010,0.9796,74.0,6.5219,82.16,0.7404,1121.20,0.6232,1.2904,44.13,29.55,1.3009,29.54,3.0838,8839,19101,3.5976,2.5881,7.6087,0.9922,6.8197,3.6741,0.9691,6.7697,,0.6339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Dec-2010,0.9869,74.4,6.5701,82.64,0.7412,1122.85,0.6234,1.2925,44.50,29.69,1.3176,29.72,3.0969,8894,19243,3.6244,2.6108,7.6673,0.9965,6.8293,3.7015,0.9701,6.7597,,0.6424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Dec-2010,0.9853,74.3,6.5518,82.45,0.7434,1125.36,0.6243,1.2904,44.61,29.64,1.3143,29.61,3.0899,8882,19208,3.6185,2.6066,7.6575,0.9947,6.7838,3.6953,0.9682,6.7854,,0.6420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Dec-2010,0.9843,74.3,6.5550,82.81,0.7465,1128.25,0.6237,1.2880,44.45,29.59,1.3159,29.57,3.0848,8878,19193,3.6148,2.5971,7.6548,0.9946,6.7626,3.6917,0.9686,6.8179,,0.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Dec-2010,0.9950,74.8,6.6219,83.06,0.7431,1136.34,0.6274,1.2959,44.77,29.88,1.3276,29.77,3.1134,8966,19398,3.6541,2.6253,7.7378,1.0032,6.8076,3.7318,0.9636,6.7875,,0.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Dec-2010,0.9958,75.1,6.6301,83.47,0.7458,1148.21,0.6316,1.3042,45.07,29.94,1.3284,29.78,3.1233,8980,19417,3.6571,2.6274,7.7421,1.0032,6.8116,3.7346,0.9575,6.7863,,0.6429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Dec-2010,0.9864,74.7,6.5698,83.11,0.7465,1140.82,0.6343,1.2984,44.90,29.71,1.3359,29.44,3.0983,8915,19233,3.6226,2.6026,7.6709,0.9904,6.7680,3.6991,0.9542,6.7672,,0.6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Dec-2010,0.9909,74.8,6.6006,83.13,0.7456,1139.39,0.6336,1.2993,45.04,29.85,1.3376,29.52,3.1060,8951,19321,3.6391,2.6111,7.7051,0.9958,6.7778,3.7162,0.9512,6.7150,,0.6457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Dec-2010,0.9880,74.8,6.5883,82.87,0.7512,1148.35,0.6372,1.3049,44.95,29.85,1.3389,29.56,3.1112,8936,19264,3.6284,2.6034,7.6853,1.0008,6.7773,3.7052,0.9580,6.7507,,0.6434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Dec-2010,0.9964,75.3,6.6375,83.32,0.7567,1146.86,0.6411,1.3107,45.09,30.06,1.3349,29.78,3.1237,9009,19428,3.6593,2.6256,7.7487,1.0127,6.8022,3.7367,0.9592,6.8059,,0.6504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Dec-2010,0.9973,75.4,6.6355,83.53,0.7593,1153.08,0.6442,1.3075,45.02,30.08,1.3414,29.87,3.1211,9026,19445,3.6626,2.6279,7.7530,1.0139,6.8091,3.7400,0.9554,6.8021,,0.6514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Dec-2010,1.0013,75.5,6.6548,83.29,0.7637,1153.70,0.6493,1.3076,45.09,30.20,1.3455,29.88,3.1231,9057,19520,3.6773,2.6385,7.7890,1.0136,6.7960,3.7549,0.9534,6.8611,,0.6541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Dec-2010,1.0039,75.6,6.6579,83.32,0.7646,1154.84,0.6505,1.3082,45.38,30.29,1.3414,29.95,3.1096,9077,19575,3.6868,2.6453,7.8103,1.0121,6.7869,3.7644,0.9603,6.8699,,0.6563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Dec-2010,1.0106,75.9,6.6927,83.16,0.7699,1157.69,0.6562,1.3117,45.62,30.49,1.3329,29.72,3.1253,9109,19702,3.7114,2.6630,7.8641,1.0111,6.7508,3.7900,0.9612,6.9278,,0.6594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Dec-2010,1.0170,76.0,6.7269,82.82,0.7684,1155.31,0.6557,1.3137,45.70,30.66,1.3256,29.72,3.1362,9137,19806,3.7349,2.6798,7.9163,1.0167,6.7544,3.8138,0.9589,6.9215,,0.6633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Dec-2010,1.0163,75.8,6.7015,82.83,0.7647,1146.89,0.6585,1.3068,45.58,30.59,1.3171,29.63,3.1338,9142,19816,3.7324,2.6851,7.9033,1.0167,6.7279,3.8111,0.9534,6.8692,,0.6599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Jan-2011,1.0099,75.3,6.6689,82.94,0.7564,1132.91,0.6523,1.2988,45.21,30.35,1.3099,29.39,3.0918,9065,19692,3.7089,2.6717,7.8457,1.0030,6.7007,3.7873,0.9453,6.7601,,0.6533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-2011,1.0014,74.9,6.6277,82.06,0.7546,1126.02,0.6433,1.2928,45.26,30.18,1.3119,29.26,3.0723,8996,19526,3.6776,2.6527,7.7814,1.0012,6.7069,3.7555,0.9508,6.7517,,0.6476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jan-2011,0.9967,74.8,6.6003,82.98,0.7585,1119.74,0.6428,1.2896,45.19,30.13,1.3170,29.13,3.0629,8963,19434,3.6604,2.6438,7.7479,0.9930,6.6859,3.7378,0.9634,6.7492,,0.6471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jan-2011,0.9933,74.8,6.5837,82.91,0.7648,1112.40,0.6433,1.2880,45.06,30.08,1.3101,29.12,3.0479,8944,19368,3.6479,2.6347,7.7223,0.9906,6.7569,3.7251,0.9598,6.8218,,0.6485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Jan-2011,0.9958,74.9,6.6041,82.75,0.7716,1116.14,0.6406,1.2910,45.19,30.33,1.3089,29.11,3.0571,9005,19416,3.6571,2.6449,7.7414,0.9892,6.7788,3.7344,0.9608,6.8852,,0.6530,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-2011,0.9846,74.1,6.5229,81.74,0.7607,1107.82,0.6328,1.2777,44.65,30.17,1.2965,28.75,3.0296,8945,19175,3.6159,2.6151,7.6586,0.9784,6.7403,3.6924,0.9534,6.7844,,0.6462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-2011,0.9848,74.0,6.5079,81.88,0.7581,1103.27,0.6298,1.2732,44.45,29.95,1.2966,28.63,3.0169,8913,19202,3.6167,2.6157,7.6571,0.9734,6.7563,3.6931,0.9592,6.7215,,0.6450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-2011,0.9947,74.5,6.5623,82.57,0.7590,1107.00,0.6317,1.2817,44.84,30.21,1.3054,28.88,3.0388,8989,19387,3.6530,2.6350,7.7330,0.9813,6.8040,3.7303,0.9635,6.7315,,0.6513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-2011,0.9964,74.4,6.5742,82.26,0.7465,1110.74,0.6292,1.2835,45.17,30.38,1.2944,28.92,3.0455,9030,19428,3.6593,2.6395,7.7484,0.9862,6.8101,3.7366,0.9604,6.6862,,0.6483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Jan-2011,0.9877,73.8,6.5117,81.88,0.7406,1100.94,0.6230,1.2750,44.95,30.19,1.2849,28.66,3.0204,8956,19255,3.6273,2.6164,7.6807,0.9767,6.8469,3.7041,0.9522,6.6006,,0.6384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-2011,0.9939,74.2,6.5459,82.01,0.7464,1108.45,0.6236,1.2792,45.22,30.42,1.2878,28.85,3.0379,9010,19380,3.6501,2.6328,7.7303,0.9799,6.8539,3.7273,0.9549,6.6572,,0.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-2011,1.0033,74.7,6.6056,82.48,0.7462,1115.82,0.6267,1.2856,45.53,30.57,1.2956,29.12,3.0636,9073,19562,3.6846,2.6613,7.8029,0.9943,6.8977,3.7626,0.9633,6.6496,,0.6469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-2011,0.9966,74.3,6.5626,81.85,0.7406,1115.49,0.6251,1.2834,45.44,30.45,1.3045,28.94,3.0421,9037,19429,3.6600,2.6365,7.7556,0.9931,6.9587,3.7374,0.9529,6.6053,,0.6413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-2011,0.9861,73.7,6.4960,81.80,0.7306,1105.66,0.6198,1.2693,45.12,30.24,1.3061,28.68,3.0197,8949,19227,3.6215,2.6087,7.6779,0.9830,6.9772,3.6981,0.9533,6.5568,,0.6340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Jan-2011,0.9881,73.8,6.5045,81.79,0.7269,1107.31,0.6192,1.2685,45.06,30.39,1.3013,28.70,3.0206,8955,19267,3.6288,2.6140,7.7035,0.9822,6.9759,3.7056,0.9481,6.5280,,0.6356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-2011,0.9959,74.2,6.5557,82.09,0.7291,1113.02,0.6222,1.2746,45.32,30.86,1.3005,28.90,3.0393,9016,19419,3.6574,2.6347,7.7638,0.9881,6.9853,3.7346,0.9440,6.5407,,0.6400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-2011,0.9964,74.1,6.5594,81.85,0.7270,1110.14,0.6260,1.2742,45.39,30.71,1.2895,28.94,3.0405,8995,19428,3.6593,2.6221,7.7586,0.9910,7.0346,3.7367,0.9401,6.4282,,0.6377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-2011,0.9894,73.7,6.5152,81.81,0.7220,1102.74,0.6224,1.2678,45.23,30.76,1.2795,28.70,3.0231,8934,19291,3.6336,2.6037,7.7068,0.9851,6.9921,3.7103,0.9351,6.3793,,0.6326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Jan-2011,0.9924,74.0,6.5409,81.43,0.7294,1113.03,0.6254,1.2759,45.63,30.94,1.2860,28.85,3.0373,8989,19350,3.6446,2.6116,7.7362,0.9933,7.1140,3.7221,0.9346,6.4687,,0.6344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-2011,1.0037,74.6,6.6154,82.21,0.7311,1120.08,0.6251,1.2829,46.00,30.99,1.2964,29.15,3.0728,9072,19567,3.6861,2.6413,7.8221,1.0016,7.1927,3.7646,0.9453,6.4546,,0.6426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-2011,1.0125,75.0,6.6415,82.49,0.7309,1127.87,0.6265,1.2884,46.18,31.21,1.2959,29.39,3.0815,9129,19739,3.7184,2.6645,7.8857,1.0012,7.2090,3.7972,0.9463,6.4506,,0.6453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Feb-2011,1.0105,74.9,6.6274,82.50,0.7325,1125.65,0.6243,1.2869,46.11,31.22,1.3086,29.33,3.0755,9116,19700,3.7111,2.6592,7.8685,0.9986,7.2348,3.7897,0.9504,6.4915,,0.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-2011,1.0186,75.6,6.6805,83.11,0.7473,1134.67,0.6312,1.2977,46.49,31.41,1.3165,29.57,3.1001,9199,19858,3.7408,2.6735,7.9303,1.0093,7.3968,3.8201,0.9646,6.5961,,0.6487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Feb-2011,1.0135,75.3,6.6486,83.34,0.7447,1122.30,0.6282,1.2926,46.19,31.25,1.3150,29.42,3.0780,9096,19758,3.7221,2.6601,7.8877,1.0000,7.3453,3.8009,0.9664,6.5513,,0.6482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-2011,1.0146,75.3,6.6512,83.49,0.7452,1120.37,0.6287,1.2919,46.03,31.15,1.3132,29.33,3.0788,9051,19784,3.7261,2.6630,7.8958,1.0046,7.3345,3.8050,0.9683,6.5463,,0.6510,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-2011,1.0133,75.3,6.6700,83.58,0.7428,1119.60,0.6308,1.2911,45.94,31.12,1.3134,29.15,3.0754,9037,19757,3.7213,2.6596,7.8892,1.0079,7.3032,3.8002,0.9765,6.5136,,0.6477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-2011,1.0074,74.9,6.6348,83.15,0.7352,1123.35,0.6257,1.2851,45.89,30.98,1.3076,29.08,3.0645,8991,19643,3.6997,2.6441,7.8461,1.0029,7.2818,3.7781,0.9665,6.4907,,0.6451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-2011,0.9991,74.7,6.5826,83.38,0.7357,1120.84,0.6220,1.2801,45.71,30.79,1.3143,29.06,3.0428,8922,20781,3.6692,2.6189,7.7840,0.9942,7.2734,3.7467,0.9675,6.4702,,0.6398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Feb-2011,1.0040,75.1,6.6209,83.56,0.7419,1129.60,0.6250,1.2860,45.75,30.89,1.3254,29.47,3.0652,8957,20994,3.6872,2.6248,7.8242,0.9896,7.2933,3.7654,0.9762,6.5114,,0.6460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2011,1.0043,75.1,6.6177,83.77,0.7434,1126.32,0.6259,1.2854,45.64,30.84,1.3274,29.53,3.0666,8953,20995,3.6883,2.6256,7.8262,0.9920,7.3091,3.7663,0.9736,6.5113,,0.6473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2011,0.9998,74.8,6.5845,83.71,0.7390,1119.48,0.6187,1.2795,45.50,30.68,1.3255,29.40,3.0479,8893,20891,3.6718,2.6070,7.7911,0.9878,7.3179,3.7495,0.9645,6.4603,,0.6425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2011,1.0035,75.0,6.6086,83.86,0.7389,1120.56,0.6231,1.2830,45.57,30.74,1.3291,29.49,3.0547,8908,20968,3.6854,2.6167,7.8153,0.9878,7.2733,3.7634,0.9623,6.4373,,0.6455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2011,1.0126,75.5,6.6624,84.35,0.7442,1125.61,0.6260,1.2917,45.77,31.01,1.3311,29.71,3.0768,8965,21146,3.7188,2.6336,7.8845,0.9961,7.2727,3.7976,0.9618,6.4806,,0.6505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Feb-2011,1.0117,75.3,6.6430,84.09,0.7398,1132.45,0.6233,1.2901,45.65,30.93,1.3242,29.71,3.0725,8954,21119,3.7155,2.6312,7.8773,0.9981,7.2230,3.7942,0.9561,6.4944,,0.6493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-2011,1.0037,75.0,6.6021,83.66,0.7384,1129.31,0.6209,1.2862,45.33,30.76,1.3372,29.67,3.0608,8909,20957,3.6861,2.6104,7.8187,0.9896,7.2143,3.7641,0.9521,6.5094,,0.6442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-2011,1.0019,74.7,6.5937,82.73,0.7316,1127.14,0.6195,1.2807,45.32,30.66,1.3420,29.62,3.0563,8879,20925,3.6795,2.6057,7.8075,0.9906,7.1532,3.7576,0.9393,6.4399,,0.6409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-2011,1.0075,75.0,6.6247,82.76,0.7313,1135.10,0.6204,1.2862,45.67,30.85,1.3475,29.89,3.0754,8922,21047,3.7000,2.6203,7.8522,0.9945,7.1628,3.7787,0.9358,6.4294,,0.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-2011,1.0134,75.4,6.6619,83.06,0.7330,1142.76,0.6275,1.2925,46.00,31.03,1.3492,30.16,3.0914,8974,21168,3.7217,2.6220,7.8974,0.9947,7.1521,3.8009,0.9377,6.4652,,0.6458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Feb-2011,1.0163,75.5,6.6848,83.00,0.7388,1146.18,0.6311,1.2934,45.98,31.09,1.3518,30.23,3.1012,8955,21218,3.7324,2.6295,7.9196,0.9939,7.1277,3.8115,0.9420,6.5244,,0.6475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-2011,1.0156,75.4,6.6725,83.44,0.7356,1142.50,0.6244,1.2905,45.84,31.08,1.3511,30.07,3.0910,8960,21194,3.7298,2.6243,7.9107,0.9861,7.0728,3.8090,0.9465,6.4186,,0.6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-2011,1.0092,75.0,6.6336,82.67,0.7339,1138.78,0.6219,1.2846,45.23,30.82,1.3632,29.90,3.0695,8902,21057,3.7063,2.6078,7.8628,0.9848,7.0629,3.7849,0.9368,6.4080,,0.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-2011,1.0153,75.3,6.6693,83.09,0.7327,1138.46,0.6223,1.2884,45.72,30.97,1.3647,30.03,3.0800,8943,21133,3.7287,2.6235,7.9117,0.9883,6.9930,3.8080,0.9383,6.4100,,0.6452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-2011,1.0139,75.2,6.6606,83.48,0.7265,1131.41,0.6229,1.2852,45.60,30.90,1.3729,29.76,3.0716,8912,21155,3.7235,2.6199,7.8984,0.9864,7.0149,3.8027,0.9455,6.4011,,0.6436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Mar-2011,1.0127,75.1,6.6493,83.29,0.7247,1132.65,0.6234,1.2825,45.70,30.84,1.3720,29.77,3.0703,8901,21125,3.7191,2.6168,7.8874,0.9851,6.9607,3.7980,0.9370,6.4354,,0.6416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-2011,1.0123,75.0,6.6473,83.24,0.7236,1130.28,0.6246,1.2823,45.57,30.78,1.3693,29.71,3.0688,8896,21125,3.7177,2.6158,7.8833,0.9851,6.9648,3.7966,0.9381,6.4253,,0.6399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-2011,1.0068,74.8,6.6142,83.41,0.7249,1123.34,0.6234,1.2781,45.33,30.53,1.3635,29.56,3.0541,8844,21012,3.6975,2.5982,7.8427,0.9777,6.9421,3.7757,0.9426,6.4177,,0.6390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-2011,1.0050,74.7,6.6067,83.25,0.7246,1126.50,0.6213,1.2776,45.32,30.44,1.3662,29.61,3.0527,8823,20949,3.6909,2.5935,7.8291,0.9753,6.9270,3.7690,0.9365,6.3716,,0.6379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-2011,1.0032,74.7,6.5940,83.06,0.7257,1127.70,0.6243,1.2756,45.34,30.50,1.3643,29.65,3.0477,8813,20940,3.6843,2.5889,7.8144,0.9776,6.9341,3.7622,0.9337,6.4055,,0.6387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Mar-2011,1.0076,74.9,6.6203,82.77,0.7236,1140.60,0.6273,1.2809,45.51,30.61,1.3629,29.79,3.0626,8834,21024,3.7004,2.6003,7.8510,0.9813,6.9786,3.7787,0.9364,6.3886,,0.6428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-2011,0.9964,74.0,6.5477,81.29,0.7157,1129.82,0.6183,1.2718,45.14,30.39,1.3603,29.50,3.0455,8756,20790,3.6593,2.5714,7.7676,0.9792,6.8617,3.7368,0.9207,6.3946,,0.6318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
