HISTORICAL DAILY EXCHANGE RATES OF THE AUSTRALIAN DOLLAR AGAINST:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Title,A$1=USD,Trade-weighted Index May 1970 = 100,A$1=CNY,A$1=JPY,A$1=EUR,A$1=KRW,A$1=GBP,A$1=SGD,A$1=INR,A$1=THB,A$1=NZD,A$1=TWD,A$1=MYR,A$1=IDR,A$1=VND,A$1=AED,A$1=PGK,A$1=HKD,A$1=CAD,A$1=ZAR,A$1=SAR,A$1=CHF,A$1=SEK,A$1=PHP,A$1=SDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Description,AUD/USD Exchange Rate; see notes for further detail,Australian Dollar Trade-weighted Index,AUD/CNY Exchange Rate,AUD/JPY Exchange Rate,AUD/EUR Exchange Rate,AUD/KRW Exchange Rate,AUD/GBP Exchange Rate,AUD/SGD Exchange Rate,AUD/INR Exchange Rate,AUD/THB Exchange Rate,AUD/NZD Exchange Rate,AUD/TWD Exchange Rate,AUD/MYR Exchange Rate,AUD/IDR Exchange Rate,AUD/VND Exchange Rate,AUD/AED Exchange Rate,AUD/PGK Exchange Rate,AUD/HKD Exchange Rate,AUD/CAD Exchange Rate,AUD/ZAR Exchange Rate,AUD/SAR Exchange Rate,AUD/CHF Exchange Rate,AUD/SEK Exchange Rate,AUD/PHP Exchange Rate,AUD/SDR Exchange Rate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frequency,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,Daily,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Type,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,Indicative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,USD,Index,CNY,JPY,EUR,KRW,GBP,SGD,INR,THB,NZD,TWD,MYR,IDR,VND,AED,PGK,HKD,CAD,ZAR,SAR,CHF,SEK,PHP,SDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source,WM/Reuters,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,RBA,IMF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Publication date,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,31-Dec-2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Series ID,FXRUSD,FXRTWI,FXRCR,FXRJY,FXREUR,FXRSKW,FXRUKPS,FXRSD,FXRIRE,FXRTB,FXRNZD,FXRNTD,FXRMR,FXRIR,FXRVD,FXRUAED,FXRPNGK,FXRHKD,FXRCD,FXRSARD,FXRSARY,FXRSF,FXRSK,FXRPHP,FXRSDR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Jan-2010,0.9133,70.6,6.2355,83.71,0.6334,1042.35,0.5678,1.2745,42.23,30.27,1.2456,29.04,3.0915,8494,16872,3.3541,2.4684,7.0836,0.9496,6.6671,3.4256,0.9402,6.4310,,0.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Jan-2010,0.9138,70.7,6.2390,84.12,0.6366,1037.67,0.5717,1.2763,42.12,30.29,1.2451,29.08,3.0932,8494,16882,3.3559,2.4697,7.0873,0.9482,6.7279,3.4269,0.9455,6.5004,,0.5829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Jan-2010,0.9225,71.3,6.2986,85.13,0.6406,1045.65,0.5765,1.2863,42.23,30.55,1.2492,29.36,3.1088,8510,17045,3.3879,2.4932,7.1537,0.9527,6.7555,3.4597,0.9492,6.5285,,0.5899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Jan-2010,0.9154,71.0,6.2503,85.28,0.6396,1035.73,0.5742,1.2801,41.92,30.36,1.2514,29.16,3.0954,8449,16911,3.3618,2.4741,7.0998,0.9470,6.8014,3.4330,0.9468,6.5213,,0.5863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Jan-2010,0.9309,71.7,6.3545,85.95,0.6420,1041.17,0.5788,1.2926,42.28,30.77,1.2580,29.54,3.1069,8504,17197,3.4187,2.5159,7.2194,0.9562,6.7956,3.4911,0.9465,6.5418,,0.5966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Jan-2010,0.9272,71.5,6.3306,85.49,0.6402,1042.27,0.5763,1.2890,42.17,30.64,1.2525,29.47,3.1029,8507,17129,3.4051,2.5059,7.1903,0.9597,6.8846,3.4772,0.9444,6.5436,,0.5894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Jan-2010,0.9238,71.1,6.3066,84.16,0.6376,1039.00,0.5706,1.2833,42.21,30.53,1.2462,29.38,3.0929,8476,17066,3.3927,2.4968,7.1643,0.9589,6.8636,3.4644,0.9407,6.5214,,0.5876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Jan-2010,0.9296,71.5,6.3460,85.30,0.6396,1042.83,0.5707,1.2887,42.25,30.61,1.2549,29.52,3.0993,8508,17173,3.4140,2.5124,7.2103,0.9580,6.8651,3.4860,0.9457,6.5207,,0.5895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Jan-2010,0.9272,71.3,6.3301,84.45,0.6431,1042.08,0.5676,1.2882,42.33,30.48,1.2560,29.41,3.0992,8526,17129,3.4051,2.5059,7.1937,0.9510,6.8752,3.4759,0.9495,6.5445,,0.5892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Jan-2010,0.9224,71.0,6.2969,83.85,0.6417,1038.62,0.5655,1.2817,42.16,30.32,1.2516,29.30,3.0836,8514,17040,3.3875,2.4930,7.1589,0.9485,6.8396,3.4590,0.9478,6.5117,,0.5870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Jan-2010,0.9237,70.9,6.3058,83.49,0.6417,1038.33,0.5631,1.2820,42.15,30.33,1.2513,29.35,3.0810,8522,17032,3.3923,2.4965,7.1722,0.9482,6.8293,3.4639,0.9464,6.4847,,0.5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Jan-2010,0.9174,70.8,6.2635,83.64,0.6455,1039.83,0.5624,1.2784,42.08,30.19,1.2577,29.19,3.0760,8504,16951,3.3692,2.4795,7.1227,0.9500,6.8183,3.4405,0.9520,6.5128,,0.5849,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Jan-2010,0.9136,70.8,6.2380,83.67,0.6481,1039.63,0.5616,1.2782,42.03,30.10,1.2663,29.15,3.0793,8503,16878,3.3552,2.4692,7.0978,0.9554,6.8681,3.4263,0.9543,6.5870,,0.5851,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Jan-2010,0.9029,69.9,6.1649,81.22,0.6391,1040.50,0.5570,1.2679,41.75,29.83,1.2669,28.87,3.0667,8474,16680,3.3159,2.4403,7.0177,0.9478,6.8354,3.3859,0.9396,6.5168,,0.5807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Jan-2010,0.9069,70.2,6.1922,81.71,0.6401,1041.71,0.5629,1.2713,41.91,29.97,1.2664,28.97,3.0889,8480,16754,3.3306,2.4544,7.0492,0.9564,6.8725,3.4009,0.9420,6.5581,,0.5810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Jan-2010,0.9020,69.9,6.1578,80.51,0.6408,1045.51,0.5592,1.2657,41.72,29.79,1.2758,28.89,3.0862,8474,16664,3.3126,2.4411,7.0134,0.9587,6.8394,3.3827,0.9432,6.5691,,0.5782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Jan-2010,0.9010,69.9,6.1511,81.41,0.6429,1037.82,0.5566,1.2641,41.68,29.80,1.2704,28.80,3.0724,8456,16641,3.3089,2.4384,7.0023,0.9559,6.8320,3.3788,0.9470,6.5696,,0.5772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Jan-2010,0.8909,69.2,6.0830,80.12,0.6395,1030.59,0.5523,1.2530,41.32,29.54,1.2662,28.48,3.0447,8343,16461,3.2718,2.4111,6.9200,0.9517,6.7897,3.3411,0.9387,6.5618,,0.5723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Feb-2010,0.8831,68.8,6.0290,79.66,0.6362,1034.90,0.5536,1.2458,40.94,29.35,1.2592,28.29,3.0155,8299,16314,3.2432,2.3900,6.8595,0.9446,6.7248,3.3119,0.9364,6.5155,,0.5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Feb-2010,0.8802,68.5,6.0096,79.90,0.6325,1021.78,0.5521,1.2433,40.71,29.21,1.2462,28.22,3.0120,8261,16261,3.2325,2.3821,6.8377,0.9355,6.6169,3.3009,0.9320,6.3975,,0.5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Feb-2010,0.8849,68.7,6.0413,80.04,0.6341,1020.29,0.5533,1.2478,40.81,29.27,1.2460,28.31,3.0184,8265,16348,3.2498,2.3949,6.8726,0.9359,6.6168,3.3186,0.9349,6.4022,,0.5706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Feb-2010,0.8805,68.6,6.0112,80.05,0.6340,1016.01,0.5537,1.2442,40.58,29.15,1.2618,28.16,3.0091,8222,16266,3.2336,2.3829,6.8391,0.9339,6.6302,3.3019,0.9324,6.4018,,0.5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Feb-2010,0.8675,67.7,5.9227,77.79,0.6327,1014.89,0.5513,1.2321,40.37,28.78,1.2594,27.82,2.9846,8150,16026,3.1859,2.3573,6.7413,0.9306,6.6423,3.2531,0.9318,6.4505,,0.5615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Feb-2010,0.8662,67.7,5.9138,77.39,0.6348,1016.62,0.5550,1.2314,40.47,28.75,1.2601,27.81,2.9828,8164,16002,3.1811,2.3538,6.7313,0.9269,6.7143,3.2485,0.9321,6.4610,,0.5619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Feb-2010,0.8678,67.8,5.9242,77.56,0.6338,1011.25,0.5557,1.2331,40.54,28.80,1.2656,27.86,2.9839,8143,16030,3.1870,2.3646,6.7426,0.9303,6.7091,3.2544,0.9300,6.4373,,0.5640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Feb-2010,0.8751,68.2,5.9748,78.51,0.6363,1014.81,0.5583,1.2418,40.76,29.03,1.2622,28.05,3.0042,8191,16167,3.2138,2.3845,6.7986,0.9352,6.7361,3.2818,0.9334,6.4245,,0.5682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Feb-2010,0.8886,69.2,6.0691,79.89,0.6443,1028.38,0.5678,1.2543,41.26,29.47,1.2711,28.49,3.0386,8321,16416,3.2634,2.4246,6.9037,0.9407,6.8267,3.3324,0.9450,6.4607,,0.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Feb-2010,0.8890,69.3,6.0736,79.66,0.6503,1027.37,0.5665,1.2552,41.21,29.50,1.2751,28.53,3.0404,8330,16891,3.2649,2.4290,6.9068,0.9351,6.8028,3.3338,0.9528,6.4341,,0.5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Feb-2010,0.8874,69.3,6.0640,80.00,0.6521,1022.73,0.5671,1.2529,41.13,29.46,1.2726,28.49,3.0396,8292,16772,3.2590,2.4246,6.8951,0.9327,6.8321,3.3280,0.9569,6.4371,,0.5789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Feb-2010,0.8937,69.7,6.1070,80.39,0.6550,1029.81,0.5692,1.2590,41.29,29.66,1.2724,28.72,3.0612,8350,16891,3.2821,2.4451,6.9456,0.9357,6.8962,3.3515,0.9602,6.4543,,0.5830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Feb-2010,0.9016,70.1,6.1610,81.43,0.6543,1029.31,0.5714,1.2651,41.45,29.88,1.2780,28.93,3.0533,8367,16995,3.3111,2.4701,7.0044,0.9414,6.9024,3.3812,0.9603,6.4675,,0.5862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Feb-2010,0.8954,70.0,6.1186,81.44,0.6598,1028.01,0.5719,1.2621,41.36,29.72,1.2788,28.66,3.0435,8347,16878,3.2884,2.4532,6.9557,0.9384,6.8500,3.3575,0.9675,6.4735,,0.5813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Feb-2010,0.8909,69.9,6.0879,81.73,0.6608,1030.19,0.5772,1.2588,41.35,29.61,1.2798,28.54,3.0402,8330,16793,3.2718,2.4408,6.9196,0.9348,6.8243,3.3409,0.9681,6.4900,,0.5818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Feb-2010,0.9012,70.5,6.1531,82.59,0.6608,1034.49,0.5821,1.2688,41.58,29.87,1.2828,28.85,3.0618,8372,17055,3.3097,2.4690,6.9983,0.9356,6.8807,3.3796,0.9686,6.4878,,0.5911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Feb-2010,0.9011,70.4,6.1546,82.06,0.6613,1034.01,0.5803,1.2685,41.59,29.85,1.2834,28.86,3.0619,8387,17121,3.3093,2.4688,6.9935,0.9383,6.9637,3.3792,0.9679,6.4708,,0.5886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Feb-2010,0.8930,69.8,6.0968,80.55,0.6595,1031.86,0.5781,1.2590,41.31,29.55,1.2869,28.61,3.0393,8320,17012,3.2795,2.4466,6.9326,0.9406,6.9408,3.3489,0.9653,6.4783,,0.5838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Feb-2010,0.8883,69.5,6.0655,79.65,0.6594,1033.27,0.5790,1.2545,41.22,29.37,1.2911,28.50,3.0300,8314,16944,3.2623,2.4370,6.8979,0.9389,6.9065,3.3312,0.9653,6.4548,,0.5801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Feb-2010,0.8899,69.5,6.0750,79.42,0.6551,1031.75,0.5826,1.2532,41.18,29.43,1.2828,28.54,3.0282,8307,16864,3.2682,2.4414,6.9078,0.9417,6.8909,3.3374,0.9585,6.3705,,0.5819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Mar-2010,0.8975,70.0,6.1265,79.97,0.6597,1041.06,0.5919,1.2612,41.26,29.56,1.2840,28.75,3.0416,8324,17097,3.2961,2.4657,6.9667,0.9444,6.9119,3.3657,0.9648,6.4110,,0.5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02-Mar-2010,0.8988,70.2,6.1380,80.32,0.6641,1036.59,0.6021,1.2640,41.38,29.51,1.2903,28.78,3.0447,8363,17122,3.3008,2.4692,6.9787,0.9373,6.8705,3.3706,0.9721,6.4700,,0.5884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-Mar-2010,0.9050,70.4,6.1773,80.29,0.6636,1037.85,0.6012,1.2683,41.51,29.58,1.2973,28.95,3.0535,8406,17281,3.3236,2.4931,7.0254,0.9356,6.8525,3.3939,0.9712,6.4765,,0.5920,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04-Mar-2010,0.9021,70.1,6.1584,79.80,0.6594,1031.60,0.5981,1.2628,41.31,29.46,1.3072,28.82,3.0414,8365,17221,3.3130,2.4851,7.0027,0.9306,6.7824,3.3831,0.9643,6.4512,,0.5878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05-Mar-2010,0.9007,70.2,6.1495,80.39,0.6627,1027.97,0.5989,1.2622,41.25,29.42,1.3099,28.75,3.0322,8345,17194,3.3078,2.4813,6.9922,0.9286,6.7395,3.3778,0.9696,6.4413,,0.5860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Mar-2010,0.9112,70.9,6.2205,82.40,0.6661,1033.12,0.6008,1.2750,41.46,29.74,1.3010,29.04,3.0466,8380,17395,3.3464,2.5102,7.0722,0.9357,6.7816,3.4172,0.9748,6.4541,,0.5953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Mar-2010,0.9094,70.8,6.2080,81.87,0.6677,1031.90,0.6057,1.2741,41.41,29.78,1.3014,28.96,3.0374,8365,17351,3.3398,2.5261,7.0558,0.9353,6.7387,3.4104,0.9764,6.4770,,0.5937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Mar-2010,0.9158,71.2,6.2513,82.43,0.6734,1036.82,0.6116,1.2804,41.61,29.95,1.2955,29.07,3.0427,8402,17483,3.3633,2.5439,7.1060,0.9399,6.7790,3.4343,0.9844,6.5334,,0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Mar-2010,0.9143,71.2,6.2411,82.63,0.6702,1036.77,0.6106,1.2787,41.57,29.86,1.3078,29.07,3.0359,8407,17440,3.3578,2.5397,7.0943,0.9376,6.7887,3.4286,0.9789,6.5229,,0.5981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Mar-2010,0.9159,71.3,6.2518,83.00,0.6689,1036.43,0.6081,1.2791,41.63,29.91,1.3077,29.09,3.0293,8390,17489,3.3636,2.5442,7.1077,0.9380,6.7983,3.4347,0.9779,6.5112,,0.5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar-2010,0.9138,71.1,6.2378,82.79,0.6653,1036.48,0.6028,1.2769,41.66,29.81,1.3013,29.05,3.0343,8384,17449,3.3559,2.5383,7.0896,0.9300,6.7707,3.4269,0.9688,6.4615,,0.5944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar-2010,0.9152,71.1,6.2474,82.46,0.6681,1037.15,0.6079,1.2783,41.70,29.68,1.2974,29.10,3.0417,8388,17471,3.3611,2.5422,7.1009,0.9323,6.7763,3.4322,0.9698,6.4979,,0.5969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar-2010,0.9189,71.3,6.2724,83.12,0.6665,1037.35,0.6037,1.2806,41.74,29.74,1.2895,29.16,3.0365,8371,17533,3.3747,2.5525,7.1323,0.9312,6.7649,3.4459,0.9685,6.4957,,0.5990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar-2010,0.9220,71.5,6.2939,83.21,0.6728,1042.32,0.6032,1.2839,41.88,29.77,1.2922,29.21,3.0449,8411,17604,3.3860,2.5611,7.1564,0.9328,6.7465,3.4575,0.9739,6.5334,,0.5994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar-2010,0.9215,71.6,6.2902,83.34,0.6767,1042.63,0.6046,1.2855,41.88,29.77,1.2894,29.24,3.0414,8386,17582,3.3842,2.5597,7.1502,0.9373,6.7452,3.4557,0.9746,6.5628,,0.6005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar-2010,0.9145,71.2,6.2437,82.75,0.6764,1039.24,0.6112,1.2799,41.61,29.58,1.2953,29.08,3.0352,8332,17462,3.3585,2.5332,7.0974,0.9295,6.7501,3.4296,0.9701,6.5662,,0.5984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar-2010,0.9176,71.4,6.2639,82.85,0.6769,1040.05,0.6080,1.2840,41.76,29.67,1.2992,29.19,3.0432,8359,17517,3.3699,2.5418,7.1219,0.9344,6.7332,3.4412,0.9718,6.6008,,0.6019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar-2010,0.9175,71.5,6.2635,83.09,0.6822,1041.36,0.6120,1.2865,41.69,29.67,1.3027,29.17,3.0424,8363,17501,3.3695,2.5416,7.1215,0.9328,6.7363,3.4406,0.9721,6.6166,,0.6021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar-2010,0.9115,71.4,6.2231,83.83,0.6838,1039.84,0.6117,1.2821,41.61,29.53,1.2949,29.01,3.0296,8333,17209,3.3475,2.5249,7.0747,0.9324,6.7437,3.4183,0.9768,6.6355,,0.6013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar-2010,0.9102,71.4,6.2155,84.37,0.6826,1038.17,0.6115,1.2802,41.36,29.53,1.2885,29.01,3.0141,8310,17376,3.3427,2.5178,7.0652,0.9298,6.8024,3.4133,0.9750,6.6011,,0.6010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar-2010,0.9082,71.0,6.2009,84.14,0.6761,1032.31,0.6087,1.2728,40.96,29.37,1.2840,28.87,2.9812,8257,17328,3.3354,2.5088,7.0514,0.9307,6.7352,3.4058,0.9700,6.5732,,0.6000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar-2010,0.9188,71.7,6.2719,84.80,0.6811,1039.44,0.6123,1.2835,41.30,29.70,1.2935,29.19,2.9985,8332,17540,3.3743,2.5311,7.1333,0.9379,6.7941,3.4457,0.9755,6.6572,,0.6049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar-2010,0.9159,71.7,6.2520,85.55,0.6827,1037.49,0.6072,1.2840,41.34,29.64,1.2905,29.09,2.9991,8348,17485,3.3636,2.5231,7.1108,0.9325,6.7639,3.4346,0.9767,6.6548,,0.6028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01-Apr-2010,0.9164,71.6,6.2556,85.62,0.6786,1033.93,0.6027,1.2816,41.36,29.64,1.2982,29.09,2.9843,8304,17494,3.3655,2.5107,7.1161,0.9287,6.6893,3.4366,0.9660,6.6245,,0.6036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06-Apr-2010,0.9225,72.1,6.2965,86.70,0.6869,1036.84,0.6055,1.2888,41.01,29.86,1.3122,29.22,2.9645,8344,17611,3.3879,2.5205,7.1641,0.9243,6.6835,3.4596,0.9838,6.6498,,0.6077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-Apr-2010,0.9266,72.4,6.3244,87.18,0.6934,1040.02,0.6076,1.2931,41.18,29.98,1.3177,29.25,2.9628,8375,17656,3.4029,2.5317,7.1941,0.9263,6.7132,3.4748,0.9929,6.6831,,0.6116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08-Apr-2010,0.9275,72.4,6.3307,86.50,0.6955,1042.19,0.6094,1.2959,41.42,30.02,1.3154,29.30,2.9796,8411,17669,3.4062,2.5136,7.1995,0.9328,6.7733,3.4784,0.9965,6.7394,,0.6134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09-Apr-2010,0.9275,72.4,6.3293,86.78,0.6947,1037.73,0.6069,1.2934,41.16,29.95,1.3111,29.28,2.9610,8377,17669,3.4062,2.5068,7.1962,0.9287,6.7372,3.4784,0.9956,6.7179,,0.6129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr-2010,0.9323,72.4,6.3628,86.84,0.6824,1038.30,0.6030,1.2945,41.29,30.08,1.3017,29.37,2.9726,8393,17742,3.4239,2.5197,7.2328,0.9384,6.7405,3.4964,0.9854,6.6460,,0.6148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr-2010,0.9246,71.9,6.3113,85.82,0.6805,1038.70,0.6014,1.2883,41.24,29.90,1.2962,29.19,2.9878,8354,17614,3.3956,2.4888,7.1750,0.9286,6.7317,3.4675,0.9791,6.6335,,0.6062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr-2010,0.9324,72.4,6.3644,86.99,0.6828,1038.09,0.6041,1.2838,41.53,30.08,1.3088,29.32,2.9837,8402,17720,3.4242,2.5065,7.2349,0.9317,6.7750,3.4967,0.9806,6.6488,,0.6109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr-2010,0.9341,72.4,6.3759,87.11,0.6848,1035.31,0.6020,1.2826,41.36,30.12,1.3077,29.29,2.9784,8413,17737,3.4305,2.5110,7.2496,0.9311,6.8516,3.5032,0.9828,6.6579,,0.6122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr-2010,0.9304,72.2,6.3510,86.29,0.6877,1033.21,0.6036,1.2810,41.40,30.03,1.3082,29.19,2.9829,8388,17654,3.4169,2.5011,7.2214,0.9337,6.8409,3.4893,0.9859,6.6621,,0.6106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr-2010,0.9195,71.5,6.2766,84.59,0.6825,1027.45,0.6026,1.2679,41.01,29.74,1.2971,28.91,2.9580,8306,17455,3.3769,2.4784,7.1375,0.9338,6.8342,3.4483,0.9779,6.6353,,0.6032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
